id,requester_id,requester_name,items,urgency,status,created_at,fulfilled_by
4728635600,4728516496,House of Hope operated by Mamma's Hands,Canned Soup (15); Toothpaste (7),low,open,2025-10-18T21:30:56.501758,
4728635792,4728516496,House of Hope operated by Mamma's Hands,Canned Soup (6); Toothpaste (24); Winter Jacket (9),urgent,open,2025-10-18T21:30:56.501923,
4728643856,4728518736,Naren,Winter Jacket (6); Winter Jacket (2); Medical Kit (12); Toothpaste (5),urgent,open,2025-10-18T21:30:56.503998,
4728644304,4728518736,Naren,Canned Soup (15); Canned Soup (4); Toothpaste (9),normal,open,2025-10-18T21:30:56.504076,
4728644624,4728518736,Naren,Medical Kit (3); Toothpaste (14); Warm Blanket (7),high,open,2025-10-18T21:30:56.504269,
4728644944,4728518736,Naren,Sleeping Bag (9); Medical Kit (12); Winter Jacket (14),urgent,open,2025-10-18T21:30:56.504406,
4728645200,4728518736,Naren,Toothpaste (15); Canned Soup (9); Canned Soup (14); Toothpaste (9),urgent,open,2025-10-18T21:30:56.504484,
4728645776,4728519120,Tarun,Warm Blanket (15); Medical Kit (15); Medical Kit (10); Canned Soup (15),urgent,open,2025-10-18T21:30:56.504633,
4728646096,4728519120,Tarun,Toothpaste (10); Medical Kit (1); Sleeping Bag (11),normal,open,2025-10-18T21:30:56.504704,
4728646416,4728519120,Tarun,Canned Soup (10); Toothpaste (9); Rice Pack (12),low,open,2025-10-18T21:30:56.504794,
4728646800,4728519120,Tarun,Canned Soup (15); Rice Pack (9),urgent,fulfilled,2025-10-18T21:30:56.504856,Ashwin
4728646992,4728519120,Tarun,Sleeping Bag (11); Warm Blanket (12); Winter Jacket (14),urgent,fulfilled,2025-10-18T21:30:56.504948,Ashwin
